Name,Total Raised,Total from Small Donors,Percent from Small Donors*,total money raised,party_code,party_full,Total Raised_num,Total from Small Donors_num,pct_small_donors,clean_name,match_score,match_method,first,last,official_full,party,chamber,state,bioguide,twitter,quartile,sample_method,state_abbrev,district_code,margin_of_victory,competitive,winner_share,total_votes,handle_lower,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,nominate_abs
BilirakisGus Bilirakis (R),$1750413,$39487,2.26%,Raised over $100k,R,Republican,1750413,39487,2.26,Gus Bilirakis,89.7,auto,Gus,Bilirakis,Gus M. Bilirakis,Republican,rep,FL,B001257,RepGusBilirakis,Q2,full_house,FL,12.0,42.07761985555216,0.0,71.03880992777609,431436.0,repgusbilirakis,0.423,-0.03,0.498,-0.035,0.423
MoolenaarJohn Moolenaar (R),$2123784,$47865,2.25%,Raised over $100k,R,Republican,2123784,47865,2.25,John Moolenaar,90.3,auto,John,Moolenaar,John R. Moolenaar,Republican,rep,MI,M001194,RepMoolenaar,Q2,full_house,MI,2.0,33.448372418620934,0.0,65.14222377785556,428550.0,repmoolenaar,0.447,0.173,0.431,0.068,0.447
FoxxVirginia Foxx (R),$2361025,$52958,2.24%,Raised over $100k,R,Republican,2361025,52958,2.24,Virginia Foxx,100.0,auto,Virginia,Foxx,Virginia Foxx,Republican,rep,NC,F000450,VirginiaFoxx,Q2,full_house,NC,5.0,18.945629333107064,0.0,59.47281466655353,400694.0,virginiafoxx,0.624,0.174,0.592,0.18,0.624
FallonPatrick Fallon (R),$746316,$16380,2.19%,Raised over $100k,R,Republican,746316,16380,2.19,Patrick Fallon,83.3,auto,Patrick,Fallon,Pat Fallon,Republican,rep,TX,F000246,RepPatFallon,Q2,full_house,TX,4.0,36.769704980767,0.0,68.3848524903835,353299.0,reppatfallon,0.714,0.127,0.714,0.103,0.714
BuchananVernon Buchanan (R),$1821782,$39275,2.16%,Raised over $100k,R,Republican,1821782,39275,2.16,Vernon Buchanan,92.9,auto,Vern,Buchanan,Vern Buchanan,Republican,rep,FL,B001260,VernBuchanan,Q2,full_house,FL,16.0,18.957757106365385,0.0,59.47887855318269,416141.0,vernbuchanan,0.361,-0.08,0.408,0.102,0.361
MaloyCeleste Maloy (R),$1884367,$39728,2.11%,Raised over $100k,R,Republican,1884367,39728,2.11,Celeste Maloy,100.0,auto,Celeste,Maloy,Celeste Maloy,Republican,rep,UT,M001228,RepMaloyUtah,Q2,full_house,UT,2.0,23.77359130449528,0.0,58.00224961705639,353838.0,repmaloyutah,0.404,0.086,0.423,0.083,0.404
DuarteJohn Duarte (R),$4522961,$94056,2.08%,Raised over $100k,R,Republican,4522961,94056,2.08,Mark DeSaulnier,100.0,manual,,,Mark DeSaulnier,Democrat,rep,CA,D000623,RepDeSaulnier,Q2,full_house,CA,10.0,32.9469145014045,0.0,66.47345725070225,364544.0,repdesaulnier,-0.512,-0.361,-0.419,-0.412,0.512
WittmanRob Wittman (R),$2793849,$56973,2.04%,Raised over $100k,R,Republican,2793849,56973,2.04,Rob Wittman,78.6,auto,Robert,Wittman,Robert J. Wittman,Republican,rep,VA,W000804,RobWittman,Q2,full_house,VA,1.0,12.781631468388362,0.0,56.30687441794423,478906.0,robwittman,0.447,0.024,0.506,0.191,0.447
ThompsonBennie G Thompson (D),$1232971,$24416,1.98%,Raised over $100k,D,Democrat,1232971,24416,1.98,Bennie G Thompson,97.1,auto,Bennie,Thompson,Bennie G. Thompson,Democrat,rep,MS,T000193,BennieGThompson,Q2,full_house,MS,2.0,24.030386172130207,0.0,62.0151930860651,286841.0,benniegthompson,-0.519,0.39,-0.607,0.317,0.519
EscobarVeronica Escobar (D),$1331009,$26336,1.98%,Raised over $100k,D,Democrat,1331009,26336,1.98,Veronica Escobar,100.0,auto,Veronica,Escobar,Veronica Escobar,Democrat,rep,TX,E000299,RepEscobar,Q2,full_house,TX,16.0,19.069139782998526,0.0,59.49924828373213,220828.0,repescobar,-0.482,-0.268,-0.525,-0.137,0.482
EshooAnna Eshoo (D),$534701,$10278,1.92%,Raised over $100k,D,Democrat,534701,10278,1.92,Anna G. Eshoo,100.0,manual,,,Anna G. Eshoo,Democrat,rep,CA,E000215,RepAnnaEshoo,Q2,full_house,CA,16.0,16.432396685641663,0.0,58.21619834282083,308476.0,repannaeshoo,-0.379,-0.372,-0.406,0.093,0.379
LoudermilkBarry Loudermilk (R),$826341,$15796,1.91%,Raised over $100k,R,Republican,826341,15796,1.91,Barry Loudermilk,100.0,auto,Barry,Loudermilk,Barry Loudermilk,Republican,rep,GA,L000583,RepLoudermilk,Q2,full_house,GA,11.0,34.6172361584683,0.0,67.30861807923415,400913.0,reploudermilk,0.679,0.036,0.66,0.049,0.679
HernKevin Hern (R),$1932671,$36443,1.89%,Raised over $100k,R,Republican,1932671,36443,1.89,Kevin Hern,100.0,auto,Kevin,Hern,Kevin Hern,Republican,rep,OK,H001082,repkevinhern,Q2,full_house,OK,1.0,25.89719712896919,0.0,60.42604663665077,312501.0,repkevinhern,0.68,-0.049,0.651,-0.098,0.68
HoyerSteny H Hoyer (D),$1703494,$30478,1.79%,Raised over $100k,D,Democrat,1703494,30478,1.79,Steny H Hoyer,96.3,auto,Steny,Hoyer,Steny H. Hoyer,Democrat,rep,MD,H000874,RepStenyHoyer,Q2,full_house,MD,5.0,35.746040998272825,0.0,67.75369502846372,418603.0,repstenyhoyer,-0.381,0.122,-0.489,0.376,0.381
MooreBarry Moore (R),$1059645,$18687,1.76%,Raised over $100k,R,Republican,1059645,18687,1.76,Barry Moore,100.0,auto,Barry,Moore,Barry Moore,Republican,rep,AL,M001212,RepBarryMoore,Q2,full_house,AL,2.0,9.19205727818168,1.0,54.558227524734704,289674.0,repbarrymoore,0.643,-0.247,0.7,-0.292,0.643
GravesSam Graves (R),$2766383,$48474,1.75%,Raised over $100k,R,Republican,2766383,48474,1.75,Sam Graves,100.0,auto,Sam,Graves,Sam Graves,Republican,rep,MO,G000546,RepSamGraves,Q2,full_house,MO,6.0,43.7678911260015,0.0,70.68760561428198,375186.0,repsamgraves,0.449,0.162,0.451,0.087,0.449
BeattyJoyce Beatty (D),$1810215,$31503,1.74%,Raised over $100k,D,Democrat,1810215,31503,1.74,Joyce Beatty,100.0,auto,Joyce,Beatty,Joyce Beatty,Democrat,rep,OH,B001281,RepBeatty,Q2,full_house,OH,3.0,41.48174712161102,0.0,70.74087356080551,342987.0,repbeatty,-0.439,0.018,-0.444,-0.152,0.439
LetlowJulia Letlow (R),$2581985,$44446,1.72%,Raised over $100k,R,Republican,2581985,44446,1.72,Julia Letlow,100.0,auto,Julia,Letlow,Julia Letlow,Republican,rep,LA,L000595,RepJuliaLetlow,Q2,full_house,LA,5.0,36.909686072577536,0.0,62.85332858112058,319851.0,repjulialetlow,0.43,0.336,0.413,0.288,0.43
MoylanJames C. Moylan (R),$288357,$4940,1.71%,Raised over $100k,R,Republican,288357,4940,1.71,James C. Moylan,100.0,auto,James (Jim),Moylan,James C. Moylan,Republican,rep,GU,M001219,RepMoylan,Q1 (lowest),full_house,GU,0.0,,,,,repmoylan,0.362,0.166,0.443,0.431,0.362
SmuckerLloyd Smucker (R),$1771863,$29706,1.68%,Raised over $100k,R,Republican,1771863,29706,1.68,Lloyd Smucker,100.0,auto,Lloyd,Smucker,Lloyd Smucker,Republican,rep,PA,S001199,RepSmucker,Q1 (lowest),full_house,PA,11.0,25.794110281592708,0.0,62.897055140796354,403313.0,repsmucker,0.455,0.134,0.47,0.096,0.455
CaseEd Case (D),$699440,$11667,1.67%,Raised over $100k,D,Democrat,699440,11667,1.67,Ed Case,100.0,auto,Ed,Case,Ed Case,Democrat,rep,HI,C001055,RepEdCase,Q1 (lowest),full_house,HI,1.0,39.71809475325336,0.0,65.32064335486334,251432.0,repedcase,-0.205,-0.081,-0.265,0.09,0.205
BaldersonTroy Balderson (R),$2116544,$34285,1.62%,Raised over $100k,R,Republican,2116544,34285,1.62,Troy Balderson,100.0,auto,Troy,Balderson,Troy Balderson,Republican,rep,OH,B001306,RepBalderson,Q1 (lowest),full_house,OH,12.0,37.01116289835556,0.0,68.50558144917778,380188.0,repbalderson,0.462,0.196,0.513,0.262,0.462
AderholtRobert B Aderholt (R),$1470649,$23428,1.59%,Raised over $100k,R,Republican,1470649,23428,1.59,Robert B Aderholt,97.1,auto,Robert,Aderholt,Robert B. Aderholt,Republican,rep,AL,A000055,Robert_Aderholt,Q1 (lowest),full_house,AL,4.0,97.571543732366,0.0,98.785771866183,277872.0,robert_aderholt,0.405,0.469,0.464,0.276,0.405
DoggettLloyd Doggett (D),$1541264,$23993,1.56%,Raised over $100k,D,Democrat,1541264,23993,1.56,Lloyd Doggett,100.0,auto,Lloyd,Doggett,Lloyd Doggett,Democrat,rep,TX,D000399,RepLloydDoggett,Q1 (lowest),full_house,TX,37.0,50.64117797199412,0.0,74.21880730042217,340857.0,replloyddoggett,-0.403,-0.333,-0.403,-0.44,0.403
MurphyGreg Murphy (R),$1872623,$28798,1.54%,Raised over $100k,R,Republican,1872623,28798,1.54,Greg Murphy,78.6,auto,Gregory,Murphy,Gregory F. Murphy,Republican,rep,NC,M001210,RepGregMurphy,Q1 (lowest),full_house,NC,3.0,54.7657562468637,0.0,77.38287812343185,320841.0,repgregmurphy,0.486,0.132,0.49,0.216,0.486
FloodMike Flood (R),$2005390,$30685,1.53%,Raised over $100k,R,Republican,2005390,30685,1.53,Mike Flood,100.0,auto,Mike,Flood,Mike Flood,Republican,rep,NE,F000474,USRepMikeFlood,Q1 (lowest),full_house,NE,1.0,20.208167097677663,0.0,60.10408354883884,312057.0,usrepmikeflood,0.445,0.689,0.442,0.681,0.445
LeeLaurel Lee (R),$1959920,$29777,1.52%,Raised over $100k,R,Republican,1959920,29777,1.52,Laurel Lee,87.0,auto,Laurel,Lee,Laurel M. Lee,Republican,rep,FL,L000597,RepLaurelLee,Q1 (lowest),full_house,FL,15.0,12.359395447159145,0.0,56.17969772357957,347695.0,replaurellee,0.416,0.15,0.408,0.152,0.416
DavidsonWarren Davidson (R),$1119756,$16900,1.51%,Raised over $100k,R,Republican,1119756,16900,1.51,Warren Davidson,100.0,auto,Warren,Davidson,Warren Davidson,Republican,rep,OH,D000626,WarrenDavidson,Q1 (lowest),full_house,OH,8.0,25.620424829687305,0.0,62.81021241484365,378128.0,warrendavidson,0.652,-0.37,0.611,-0.406,0.652
EspaillatAdriano Espaillat (D),$1358380,$20388,1.50%,Raised over $100k,D,Democrat,1358380,20388,1.5,Adriano Espaillat,100.0,auto,Adriano,Espaillat,Adriano Espaillat,Democrat,rep,NY,E000297,RepEspaillat,Q1 (lowest),full_house,NY,13.0,61.89962379594029,0.0,75.15812972838893,241890.0,repespaillat,-0.529,-0.211,-0.36,-0.31,0.529
WeberRandy Weber (R),$1109497,$16583,1.49%,Raised over $100k,R,Republican,1109497,16583,1.49,Randy Weber,73.3,auto,Randy,Weber,"Randy K. Weber, Sr.",Republican,rep,TX,W000814,TXRandy14,Q1 (lowest),full_house,TX,14.0,37.376508434167775,0.0,68.6882542170839,306195.0,txrandy14,0.72,0.023,0.666,-0.04,0.72
HouchinErin Houchin (R),$1710956,$25542,1.49%,Raised over $100k,R,Republican,1710956,25542,1.49,Erin Houchin,100.0,auto,Erin,Houchin,Erin Houchin,Republican,rep,IN,H001093,RepHouchin,Q1 (lowest),full_house,IN,9.0,31.66675343757412,0.0,64.46615645373086,345738.0,rephouchin,0.637,0.226,0.628,0.213,0.637
KellyMike Kelly (R),$1623257,$23689,1.46%,Raised over $100k,R,Republican,1623257,23689,1.46,Mike Kelly,100.0,auto,Mike,Kelly,Mike Kelly,Republican,rep,PA,K000376,MikeKellyPA,Q1 (lowest),full_house,PA,16.0,27.30556546557259,0.0,63.65278273278629,403632.0,mikekellypa,0.379,0.395,0.436,0.576,0.379
FongVince Fong (R),$2306087,$33324,1.45%,Raised over $100k,R,Republican,2306087,33324,1.45,Vince Fong,100.0,auto,Vince,Fong,Vince Fong,Republican,rep,CA,F000480,RepVinceFong,Q1 (lowest),full_house,CA,20.0,30.10374392287769,0.0,65.05187196143885,288788.0,repvincefong,0.456,0.885,0.461,0.844,0.456
SotoDarren Soto (D),$2131678,$30415,1.43%,Raised over $100k,D,Democrat,2131678,30415,1.43,Darren Soto,100.0,auto,Darren,Soto,Darren Soto,Democrat,rep,FL,S001200,RepDarrenSoto,Q1 (lowest),full_house,FL,9.0,12.553928325824224,0.0,55.13409997132046,324273.0,repdarrensoto,-0.343,0.202,-0.294,0.191,0.343
CarterJohn Carter (R),$1199483,$16620,1.39%,Raised over $100k,R,Republican,1199483,16620,1.39,John Carter,88.0,auto,John,Carter,John R. Carter,Republican,rep,TX,C001051,JudgeCarter,Q1 (lowest),full_house,TX,31.0,28.860914002536862,0.0,64.43045700126844,355557.0,judgecarter,0.487,0.547,0.439,0.334,0.487
MengGrace Meng (D),$2088472,$28381,1.36%,Raised over $100k,D,Democrat,2088472,28381,1.36,Grace Meng,100.0,auto,Grace,Meng,Grace Meng,Democrat,rep,NY,M001188,RepGraceMeng,Q1 (lowest),full_house,NY,6.0,23.940006724854012,0.0,56.92683642976553,211157.0,repgracemeng,-0.37,-0.207,-0.324,-0.252,0.37
JoyceDavid P Joyce (R),$2425913,$32423,1.34%,Raised over $100k,R,Republican,2425913,32423,1.34,David P Joyce,96.3,auto,David,Joyce,David P. Joyce,Republican,rep,OH,J000295,RepDaveJoyce,Q1 (lowest),full_house,OH,14.0,26.831797174997,0.0,63.415898587498496,383858.0,repdavejoyce,0.25,0.314,0.236,0.416,0.25
SanchezLinda Sanchez (D),$1536204,$20386,1.33%,Raised over $100k,D,Democrat,1536204,20386,1.33,Linda T. Sánchez,100.0,manual,,,Linda T. Sánchez,Democrat,rep,CA,S001156,RepLindaSanchez,Q1 (lowest),full_house,CA,38.0,19.67614740077121,0.0,59.83807370038561,275928.0,replindasanchez,-0.507,-0.131,-0.525,-0.072,0.507
PetersScott Peters (D),$2257820,$29743,1.32%,Raised over $100k,D,Democrat,2257820,29743,1.32,Scott Peters,88.9,auto,Scott,Peters,Scott H. Peters,Democrat,rep,CA,P000608,RepScottPeters,Q1 (lowest),full_house,CA,50.0,28.549605622478825,0.0,64.27480281123941,360695.0,repscottpeters,-0.193,-0.036,-0.283,0.045,0.193
MenendezRobert Menendez (D),$10861614,$142609,1.31%,Raised over $100k,D,Democrat,10861614,142609,1.31,Robert Menendez,100.0,auto,Robert,Menendez,Robert Menendez,Democrat,rep,NJ,M001226,RepMenendez,Q1 (lowest),full_house,NJ,8.0,24.5379005412548,0.0,59.17414174268798,196765.0,repmenendez,-0.521,0.247,-0.487,0.216,0.521
LambornDoug Lamborn (R),$215564,$2790,1.29%,Raised over $100k,R,Republican,215564,2790,1.29,Doug Lamborn,100.0,manual,,,Doug Lamborn,Republican,rep,CO,L000564,RepDLamborn,Q1 (lowest),full_house,CO,5.0,13.795655716199228,0.0,54.66230305038872,362085.0,repdlamborn,0.665,0.257,0.68,0.391,0.665
QuigleyMike Quigley (D),$1080428,$13915,1.29%,Raised over $100k,D,Democrat,1080428,13915,1.29,Mike Quigley,100.0,auto,Mike,Quigley,Mike Quigley,Democrat,rep,IL,Q000023,RepMikeQuigley,Q1 (lowest),full_house,IL,5.0,37.94156031486544,0.0,68.96954377481352,363965.0,repmikequigley,-0.325,-0.226,-0.44,0.156,0.325
WestermanBruce Westerman (R),$2687010,$33982,1.26%,Raised over $100k,R,Republican,2687010,33982,1.26,Bruce Westerman,100.0,auto,Bruce,Westerman,Bruce Westerman,Republican,rep,AR,W000821,RepWesterman,Q1 (lowest),full_house,AR,4.0,45.8233581125834,0.0,72.9116790562917,270253.0,repwesterman,0.543,0.26,0.511,0.099,0.543
ScottAustin Scott (R),$1216676,$15354,1.26%,Raised over $100k,R,Republican,1216676,15354,1.26,Austin Scott,100.0,auto,Austin,Scott,Austin Scott,Republican,rep,GA,S001189,AustinScottGA08,Q1 (lowest),full_house,GA,8.0,37.8333893880904,0.0,68.9166946940452,335981.0,austinscottga08,0.539,0.358,0.488,0.505,0.539
BarraganNanette Barragan (D),$1247135,$15674,1.26%,Raised over $100k,D,Democrat,1247135,15674,1.26,Nanette Diaz Barragán,100.0,manual,,,Nanette Diaz Barragán,Democrat,rep,CA,B001300,RepBarragan,Q1 (lowest),full_house,CA,44.0,42.74513541143244,0.0,71.37256770571622,230852.0,repbarragan,-0.5,-0.12,-0.436,-0.303,0.5
HillFrench Hill (R),$3776307,$46958,1.24%,Raised over $100k,R,Republican,3776307,46958,1.24,French Hill,88.0,auto,J.,Hill,J. French Hill,Republican,rep,AR,H001072,RepFrenchHill,Q1 (lowest),full_house,AR,2.0,17.869572882861114,0.0,58.93478644143055,306286.0,repfrenchhill,0.435,0.278,0.443,0.289,0.435
BabinBrian Babin (R),$1168395,$14288,1.22%,Raised over $100k,R,Republican,1168395,14288,1.22,Brian Babin,100.0,auto,Brian,Babin,Brian Babin,Republican,rep,TX,B001291,RepBrianBabin,Q1 (lowest),full_house,TX,36.0,38.7181921634379,0.0,69.35909608171895,297018.0,repbrianbabin,0.708,0.119,0.71,0.144,0.708
StrongDale Strong (R),$1283179,$15016,1.17%,Raised over $100k,R,Republican,1283179,15016,1.17,Dale Strong,88.0,auto,Dale,Strong,Dale W. Strong,Republican,rep,AL,S001220,RepDaleStrong,Q1 (lowest),full_house,AL,5.0,90.78693647345756,0.0,95.39346823672878,262410.0,repdalestrong,0.602,0.368,0.624,0.364,0.602
WatersMaxine Waters (D),$1091817,$12512,1.15%,Raised over $100k,D,Democrat,1091817,12512,1.15,Maxine Waters,100.0,auto,Maxine,Waters,Maxine Waters,Democrat,rep,CA,W000187,RepMaxineWaters,Q1 (lowest),full_house,CA,43.0,50.146319501763344,0.0,75.07315975088167,213232.0,repmaxinewaters,-0.656,-0.094,-0.488,-0.456,0.656
IveyGlenn Ivey (D),$907644,$10244,1.13%,Raised over $100k,D,Democrat,907644,10244,1.13,Glenn Ivey,100.0,auto,Glenn,Ivey,Glenn Ivey,Democrat,rep,MD,I000058,RepGlennIvey,Q1 (lowest),full_house,MD,4.0,77.1827139535742,0.0,88.42159648669595,270970.0,repglennivey,-0.464,-0.034,-0.497,0.007,0.464
JohnsonDusty Johnson (R),$4376687,$49222,1.12%,Raised over $100k,R,Republican,4376687,49222,1.12,Dusty Johnson,100.0,auto,Dusty,Johnson,Dusty Johnson,Republican,rep,SD,J000301,RepDustyJohnson,Q1 (lowest),full_house,SD,1.0,44.0889504755035,0.0,72.04447523775175,421448.0,repdustyjohnson,0.467,0.139,0.51,0.176,0.467
FitzpatrickBrian Fitzpatrick (R),$6307840,$69623,1.10%,Raised over $100k,R,Republican,6307840,69623,1.1,Brian Fitzpatrick,91.9,auto,Brian,Fitzpatrick,Brian K. Fitzpatrick,Republican,rep,PA,F000466,RepBrianFitz,Q1 (lowest),full_house,PA,1.0,12.806193788948534,0.0,56.40309689447427,463432.0,repbrianfitz,0.141,-0.108,0.111,-0.044,0.141
HuizengaBill Huizenga (R),$3106375,$33791,1.09%,Raised over $100k,R,Republican,3106375,33791,1.09,Bill Huizenga,100.0,auto,Bill,Huizenga,Bill Huizenga,Republican,rep,MI,H001058,RepHuizenga,Q1 (lowest),full_house,MI,4.0,11.70643727234939,0.0,55.06802217854149,425817.0,rephuizenga,0.531,0.055,0.457,0.049,0.531
KamlagerSydney Kamlager (D),$1035793,$11100,1.07%,Raised over $100k,D,Democrat,1035793,11100,1.07,Sydney Kamlager-Dove,100.0,manual,,,Sydney Kamlager-Dove,Democrat,rep,CA,K000400,RepKamlagerDove,Q1 (lowest),full_house,CA,37.0,56.59476402980266,0.0,78.29738201490133,204814.0,repkamlagerdove,-0.519,-0.468,-0.548,-0.482,0.519
DesjarlaisScott Desjarlais (R),$305705,$3195,1.05%,Raised over $100k,R,Republican,305705,3195,1.05,Scott Desjarlais,93.8,auto,Scott,DesJarlais,Scott DesJarlais,Republican,rep,TN,D000616,DesJarlaisTN04,Q1 (lowest),full_house,TN,4.0,43.19196820481716,0.0,69.95355221784169,313255.0,desjarlaistn04,0.578,-0.043,0.607,0.013,0.578
ShermanBrad Sherman (D),$2036647,$21162,1.04%,Raised over $100k,D,Democrat,2036647,21162,1.04,Brad Sherman,100.0,auto,Brad,Sherman,Brad Sherman,Democrat,rep,CA,S000344,BradSherman,Q1 (lowest),full_house,CA,32.0,32.40311523574127,0.0,66.20155761787063,321645.0,bradsherman,-0.344,-0.138,-0.396,-0.008,0.344
Cherfilus-McCormickSheila Cherfilus-McCormick (D),$491758,$5092,1.04%,Raised over $100k,D,Democrat,491758,5092,1.04,Sheila Cherfilus-McCormick,100.0,auto,Sheila,Cherfilus-McCormick,Sheila Cherfilus-McCormick,Democrat,rep,FL,C001127,CongresswomanSC,Q1 (lowest),full_house,FL,20.0,100.0,0.0,100.0,1.0,congresswomansc,-0.43,-0.005,-0.445,-0.101,0.43
GomezJimmy Gomez (D),$2206489,$22811,1.03%,Raised over $100k,D,Democrat,2206489,22811,1.03,Jimmy Gomez,100.0,auto,Jimmy,Gomez,Jimmy Gomez,Democrat,rep,CA,G000585,RepJimmyGomez,Q1 (lowest),full_house,CA,34.0,11.284276769404585,0.0,55.64213838470229,189414.0,repjimmygomez,-0.526,-0.246,-0.455,-0.377,0.526
GuthrieBrett Guthrie (R),$3829929,$38277,1.00%,Raised over $100k,R,Republican,3829929,38277,1.0,Brett Guthrie,100.0,auto,Brett,Guthrie,Brett Guthrie,Republican,rep,KY,G000558,RepGuthrie,Q1 (lowest),full_house,KY,2.0,46.203466770756535,0.0,73.10173338537827,345855.0,repguthrie,0.427,0.274,0.471,0.345,0.427
LucasFrank D Lucas (R),$1710072,$16768,0.98%,Raised over $100k,R,Republican,1710072,16768,0.98,Frank D Lucas,96.3,auto,Frank,Lucas,Frank D. Lucas,Republican,rep,OK,L000491,RepFrankLucas,Q1 (lowest),full_house,OK,3.0,100.0,0.0,100.0,1.0,repfranklucas,0.361,0.453,0.384,0.85,0.361
GimenezCarlos Gimenez (R),$1125646,$10379,0.92%,Raised over $100k,R,Republican,1125646,10379,0.92,Carlos Gimenez,90.3,auto,Carlos,Gimenez,Carlos A. Gimenez,Republican,rep,FL,G000593,RepCarlos,Q1 (lowest),full_house,FL,28.0,29.131946258802422,0.0,64.56597312940121,325337.0,repcarlos,0.332,0.149,0.353,0.181,0.332
CrawfordRick Crawford (R),$1097029,$10023,0.91%,Raised over $100k,R,Republican,1097029,10023,0.91,"Eric A. ""Rick"" Crawford",100.0,manual,,,"Eric A. ""Rick"" Crawford",Republican,rep,AR,C001087,RepRickCrawford,Q1 (lowest),full_house,AR,1.0,48.88070455166425,0.0,72.8771563420504,267177.0,reprickcrawford,0.461,0.307,0.472,0.19,0.461
GottheimerJosh Gottheimer (D),$10084137,$91712,0.91%,Raised over $100k,D,Democrat,10084137,91712,0.91,Josh Gottheimer,100.0,auto,Josh,Gottheimer,Josh Gottheimer,Democrat,rep,NJ,G000583,RepJoshG,Q1 (lowest),full_house,NJ,5.0,11.278669980020368,0.0,54.56009468719968,381889.0,repjoshg,-0.164,0.212,-0.206,0.202,0.164
CarterTroy Carter (D),$1998421,$17137,0.86%,Raised over $100k,D,Democrat,1998421,17137,0.86,Troy Carter,88.0,auto,Troy,Carter,Troy A. Carter,Democrat,rep,LA,C001125,RepTroyCarter,Q1 (lowest),full_house,LA,2.0,46.64988990248506,0.0,60.294445318234246,305184.0,reptroycarter,-0.517,0.259,-0.582,0.261,0.517
BlumenauerEarl Blumenauer (D),$1030088,$8808,0.86%,Raised over $100k,D,Democrat,1030088,8808,0.86,Earl Blumenauer,100.0,manual,,,Earl Blumenauer,Democrat,rep,OR,B000574,repblumenauer,Q1 (lowest),full_house,OR,3.0,42.48629508118276,0.0,67.71112154535857,334369.0,repblumenauer,-0.426,-0.626,-0.475,-0.402,0.426
JacksonJonathan Jackson (D),$558906,$4673,0.84%,Raised over $100k,D,Democrat,558906,4673,0.84,Jonathan Jackson,91.4,auto,Jonathan,Jackson,Jonathan L. Jackson,Democrat,rep,IL,J000309,rep_jackson,Q1 (lowest),full_house,IL,1.0,31.700404730385124,0.0,65.84309351767892,316507.0,rep_jackson,-0.346,-0.449,-0.388,-0.446,0.346
RouzerDavid Rouzer (R),$1776402,$14178,0.80%,Raised over $100k,R,Republican,1776402,14178,0.8,David Rouzer,100.0,auto,David,Rouzer,David Rouzer,Republican,rep,NC,R000603,RepDavidRouzer,Q1 (lowest),full_house,NC,7.0,17.1866566405403,0.0,58.59332832027015,433534.0,repdavidrouzer,0.567,0.284,0.67,0.641,0.567
GuestMichael Guest (R),$924939,$7179,0.78%,Raised over $100k,R,Republican,924939,7179,0.78,Michael Guest,100.0,auto,Michael,Guest,Michael Guest,Republican,rep,MS,G000591,RepMichaelGuest,Q1 (lowest),full_house,MS,3.0,100.0,0.0,100.0,265159.0,repmichaelguest,0.53,0.119,0.523,0.104,0.53
RogersMike D Rogers (R),$2871792,$21916,0.76%,Raised over $100k,R,Republican,2871792,21916,0.76,Mike D Rogers,91.7,auto,Mike,Rogers,Mike Rogers,Republican,rep,AL,R000575,RepMikeRogersAL,Q1 (lowest),full_house,AL,3.0,95.85555484161152,0.0,97.92777742080575,249008.0,repmikerogersal,0.379,0.38,0.44,0.312,0.379
VeaseyMarc Veasey (D),$1863889,$14212,0.76%,Raised over $100k,D,Democrat,1863889,14212,0.76,Marc Veasey,88.0,auto,Marc,Veasey,Marc A. Veasey,Democrat,rep,TX,V000131,RepVeasey,Q1 (lowest),full_house,TX,33.0,37.57079318459492,0.0,68.78539659229746,166153.0,repveasey,-0.408,0.365,-0.541,0.841,0.408
EstesRon Estes (R),$2261595,$17051,0.75%,Raised over $100k,R,Republican,2261595,17051,0.75,Ron Estes,100.0,auto,Ron,Estes,Ron Estes,Republican,rep,KS,E000298,RepRonEstes,Q1 (lowest),full_house,KS,4.0,30.099607665758757,0.0,65.04980383287938,305097.0,repronestes,0.648,0.124,0.658,0.253,0.648
CuellarHenry Cuellar (D),$2438318,$18016,0.74%,Raised over $100k,D,Democrat,2438318,18016,0.74,Henry Cuellar,100.0,auto,Henry,Cuellar,Henry Cuellar,Democrat,rep,TX,C001063,RepCuellar,Q1 (lowest),full_house,TX,28.0,5.588753381823693,1.0,52.79437669091185,237298.0,repcuellar,-0.225,0.646,-0.193,0.67,0.225
MannTracey Mann (R),$1368783,$9935,0.73%,Raised over $100k,R,Republican,1368783,9935,0.73,Tracey Mann,100.0,auto,Tracey,Mann,Tracey Mann,Republican,rep,KS,M000871,RepMann,Q1 (lowest),full_house,KS,1.0,38.273916270881365,0.0,69.13695813544068,304458.0,repmann,0.607,0.06,0.532,-0.047,0.607
AuchinclossJake Auchincloss (D),$3479676,$24613,0.71%,Raised over $100k,D,Democrat,3479676,24613,0.71,Jake Auchincloss,100.0,auto,Jake,Auchincloss,Jake Auchincloss,Democrat,rep,MA,A000148,RepAuchincloss,Q1 (lowest),full_house,MA,4.0,42.63930530786389,0.0,70.3018625874075,411578.0,repauchincloss,-0.274,-0.284,-0.31,-0.196,0.274
RuppersbergerDutch Ruppersberger (D),$359813,$2531,0.70%,Raised over $100k,D,Democrat,359813,2531,0.7,C. A. Dutch Ruppersberger,100.0,manual,,,C. A. Dutch Ruppersberger,Democrat,rep,MD,R000576,Call_Me_Dutch,Q1 (lowest),full_house,MD,2.0,18.63802450142154,0.0,58.16021039829104,384794.0,call_me_dutch,-0.299,0.12,-0.406,0.121,0.299
